337,186,1,4725,133,7,75€,2020-04-10,,
338,86,6,3435,135,3,67€,2020-04-15,,
339,132,2,2554,72,10,99€,2020-02-15,,
340,290,1,1958,78,7,54€,2020-01-17,,
341,154,6,673,15,8,58€,2020-03-27,,
342,220,6,3074,159,4,93€,2020-03-11,,
343,210,6,1732,341,5,85€,2020-02-29,,
344,67,2,4624,254,3,32€,2020-02-09,,
345,265,1,1636,295,1,72€,2020-01-23,,
346,71,4,3293,216,10,89€,2020-04-01,,
347,265,3,4556,31,2,41€,2020-01-25,,
348,194,6,1190,315,7,97€,2020-02-01,,
349,236,6,2903,172,2,45€,2020-03-28,,
350,131,3,1851,40,8,94€,2020-03-18,,
351,142,4,3104,65,6,89€,2020-03-14,,
352,59,1,2041,93,2,33€,2020-03-30,,
353,58,4,133,175,7,62€,2020-02-22,,
354,10,5,4393,297,9,63€,2020-02-08,,
355,195,3,1933,354,10,09€,2020-03-15,,
356,120,6,4049,158,3,16€,2020-03-10,,
357,134,5,2144,323,8,15€,2020-04-18,,
358,233,4,4540,215,5,37€,2020-03-03,,
359,48,1,2883,77,3,65€,2020-02-01,,
360,249,2,4018,34,8,58€,2020-03-30,,
361,228,6,2820,241,10,11€,2020-01-16,,
362,292,2,498,66,6,61€,2020-02-20,,
363,74,4,4011,359,6,30€,2020-01-30,,
364,222,4,783,15,4,31€,2020-04-05,,
365,74,6,4120,111,3,19€,2020-02-21,,
366,107,1,316,311,4,62€,2020-01-24,,
367,218,4,407,247,9,79€,2020-04-21,,
368,244,5,2145,15,3,19€,2020-02-20,,
369,26,2,4813,136,10,44€,2020-04-25,,
370,168,4,1423,152,4,44€,2020-01-22,,
371,198,3,2989,41,8,64€,2020-01-23,,
372,159,3,4039,272,5,63€,2020-01-30,,
373,81,2,2748,157,6,91€,2020-02-21,,
374,185,1,779,241,5,13€,2020-02-19,,
375,293,6,4121,178,4,36€,2020-04-13,,
376,197,2,3180,6,9,67€,2020-02-20,,
377,266,5,4405,217,9,19€,2020-02-21,,
378,141,6,2813,275,5,84€,2020-02-16,,
379,243,3,1007,84,4,29€,2020-02-26,,
380,156,2,717,329,5,52€,2020-01-15,,
381,109,6,1858,297,2,49€,2020-03-16,,
382,20,3,1149,193,3,04€,2020-03-28,,
383,130,6,1519,141,9,09€,2020-03-29,,
384,125,4,1809,136,10,72€,2020-04-20,,
385,1,1,1782,339,8,15€,2020-04-07,,
386,189,3,4547,238,4,48€,2020-02-22,,
387,225,3,2872,113,9,26€,2020-04-09,,
388,24,5,3485,284,8,60€,2020-02-04,,
389,200,5,2884,133,5,44€,2020-02-08,,
390,300,6,72,58,1,19€,2020-03-08,,
391,149,5,1221,295,10,12€,2020-02-21,,
392,203,2,3358,128,6,16€,2020-03-30,,
393,283,3,3711,237,8,44€,2020-01-20,,
394,268,6,4491,68,4,93€,2020-01-01,,
395,279,6,2804,12,6,49€,2020-03-22,,
396,120,3,4738,69,3,84€,2020-01-24,,
397,34,6,3843,108,6,06€,2020-01-12,,
398,256,3,4749,77,6,48€,2020-02-03,,
399,252,4,1154,55,3,78€,2020-04-07,,
400,231,1,4285,49,8,09€,2020-03-09,,
401,21,5,4190,96,2,28€,2020-03-03,,
402,151,2,3055,64,9,95€,2020-01-09,,
403,135,3,444,328,3,31€,2020-04-14,,
404,38,3,4783,247,5,84€,2020-02-16,,
405,145,6,861,162,7,04€,2020-02-29,,
406,66,5,1712,229,8,60€,2020-02-24,,
407,53,6,1691,112,1,79€,2020-04-19,,
408,137,2,1892,330,1,88€,2020-04-21,,
409,224,5,2454,28,3,21€,2020-01-24,,
410,49,2,2530,358,10,60€,2020-02-01,,
411,24,5,2264,28,6,77€,2020-04-24,,
412,99,2,4773,24,4,82€,2020-02-22,,
413,157,6,105,333,7,78€,2020-02-23,,
414,4,6,2948,238,3,20€,2020-04-13,,
415,204,3,178,346,1,21€,2020-01-23,,
416,145,2,1713,293,2,27€,2020-02-21,,
417,103,2,471,126,5,43€,2020-01-10,,
418,172,2,1760,101,8,97€,2020-01-16,,
419,273,2,1773,141,7,44€,2020-01-30,,
420,154,4,1938,72,5,26€,2020-03-14,,
421,122,3,153,163,5,24€,2020-02-17,,
422,292,5,220,305,6,19€,2020-04-19,,
423,210,4,779,353,4,10€,2020-02-20,,
424,109,3,1544,81,10,61€,2020-02-16,,
425,124,4,3778,209,10,89€,2020-03-08,,
426,115,3,654,249,2,48€,2020-04-07,,
427,159,4,3047,95,5,21€,2020-03-13,,
428,175,6,2183,89,9,23€,2020-02-21,,
429,202,3,536,294,3,71€,2020-01-05,,
430,126,2,4558,119,5,93€,2020-01-30,,
431,180,4,3679,293,2,14€,2020-01-09,,
432,19,5,2573,217,9,38€,2020-01-17,,
433,299,2,3116,294,6,39€,2020-02-01,,
434,197,1,3536,240,1,88€,2020-03-31,,
435,52,4,557,125,9,39€,2020-04-03,,
436,184,3,1806,11,6,50€,2020-03-06,,
437,9,3,1946,93,2,66€,2020-01-07,,
438,51,6,628,100,1,75€,2020-02-09,,
439,263,3,2031,91,4,74€,2020-01-15,,
440,207,3,873,219,6,23€,2020-01-20,,
441,211,6,3750,344,5,73€,2020-04-26,,
442,179,5,3516,195,4,96€,2020-01-31,,
443,227,5,487,170,8,34€,2020-04-21,,
444,281,6,4570,47,10,60€,2020-02-15,,
445,257,6,3985,239,9,85€,2020-02-15,,
446,247,4,154,79,9,89€,2020-03-23,,
447,88,1,4773,41,10,72€,2020-01-21,,
448,144,6,1439,240,7,35€,2020-03-24,,
449,87,6,2596,302,6,77€,2020-04-03,,
450,278,6,3300,282,2,25€,2020-02-11,,
451,224,3,27,40,7,83€,2020-04-19,,
452,163,4,501,343,4,72€,2020-01-11,,
453,97,1,457,181,1,00€,2020-04-20,,
454,52,3,1866,214,7,43€,2020-02-13,,
455,47,2,863,82,3,73€,2020-03-17,,
456,174,1,3327,356,5,68€,2020-02-19,,
457,181,5,2009,179,10,95€,2020-01-23,,
458,178,3,2904,235,9,28€,2020-03-13,,
459,90,1,2371,11,8,54€,2020-01-25,,
460,37,2,3566,159,1,71€,2020-02-24,,
461,7,6,4056,296,7,47€,2020-02-28,,
462,293,1,4588,31,2,59€,2020-03-19,,
463,293,4,1596,38,7,83€,2020-02-21,,
464,292,5,1651,246,7,04€,2020-02-22,,
465,295,2,4211,102,2,13€,2020-02-20,,
466,282,5,4302,141,1,65€,2020-02-09,,
467,247,1,2648,208,3,68€,2020-04-01,,
468,251,3,1191,358,9,80€,2020-02-12,,
469,160,4,822,119,4,20€,2020-04-25,,
470,33,1,871,62,2,80€,2020-03-13,,
471,186,5,1851,181,4,60€,2020-04-13,,
472,179,3,4538,111,2,42€,2020-02-10,,
473,256,2,1283,257,3,45€,2020-04-04,,
474,51,3,4420,228,6,52€,2020-01-31,,
475,15,3,2166,18,9,14€,2020-04-19,,
476,137,6,4184,23,7,90€,2020-01-24,,
477,189,4,4755,114,2,36€,2020-04-20,,
478,227,6,859,73,4,33€,2020-03-27,,
479,257,3,3132,164,3,59€,2020-03-28,,
480,60,1,1051,320,10,77€,2020-01-27,,
481,106,5,976,300,8,25€,2020-03-08,,
482,252,4,3352,278,2,65€,2020-01-23,,
483,160,1,3626,6,10,59€,2020-03-15,,
484,237,4,1854,98,6,36€,2020-04-20,,
485,102,3,2519,166,4,88€,2020-02-21,,
486,280,1,3435,189,10,20€,2020-04-06,,
487,16,6,1546,31,4,39€,2020-02-20,,
488,51,5,4641,209,7,05€,2020-02-24,,
489,188,2,2418,89,7,71€,2020-04-20,,
490,106,2,2448,4,9,19€,2020-03-19,,
491,47,2,4456,112,5,64€,2020-03-12,,
492,246,3,4388,219,10,12€,2020-02-08,,
493,233,6,4093,92,4,92€,2020-01-21,,
494,138,5,2468,362,2,14€,2020-02-26,,
495,64,1,1121,193,4,59€,2020-03-06,,
496,115,5,2101,170,2,92€,2020-03-10,,
497,269,3,3143,314,1,51€,2020-01-22,,
498,13,4,4700,200,4,64€,2020-01-12,,
499,250,2,4495,127,10,58€,2020-01-26,,
500,1,3,980,330,8,09€,2020-04-10,,
501,154,6,4554,154,10,32€,2020-04-20,,
502,3,4,3255,246,8,10€,2020-03-30,,
503,152,1,1416,354,8,33€,2020-02-14,,
504,239,6,2253,222,9,94€,2020-01-30,,
505,226,1,2128,4,8,43€,2020-01-05,,
506,7,6,731,171,6,12€,2020-03-15,,
507,87,3,4420,121,5,92€,2020-01-28,,
508,24,3,4239,264,4,55€,2020-03-18,,
509,131,2,2119,330,9,91€,2020-04-22,,
510,253,6,3662,99,9,29€,2020-04-03,,
511,243,2,881,216,8,87€,2020-04-16,,
512,284,4,3082,359,1,19€,2020-01-17,,
513,94,3,1415,175,8,33€,2020-02-23,,
514,34,5,3538,93,7,50€,2020-02-01,,
515,43,3,1715,168,3,23€,2020-01-30,,
516,281,6,1767,47,5,33€,2020-03-20,,
517,225,5,2146,300,10,51€,2020-03-14,,
518,189,2,1295,181,1,42€,2020-03-31,,
519,166,5,1119,151,4,31€,2020-02-07,,
520,40,1,2321,230,8,25€,2020-04-12,,
521,113,6,526,43,5,01€,2020-01-04,,
522,171,2,1021,109,9,13€,2020-04-10,,
523,77,6,3247,81,1,24€,2020-01-14,,
524,138,4,1287,90,1,21€,2020-02-22,,
525,92,2,858,172,2,63€,2020-01-23,,
526,205,3,2185,325,9,45€,2020-01-26,,
527,236,2,2071,64,1,26€,2020-01-06,,
528,285,5,3955,156,6,55€,2020-03-26,,
529,189,1,3982,138,10,94€,2020-01-29,,
530,11,6,4740,13,8,74€,2020-04-15,,
531,183,5,1250,272,5,32€,2020-02-26,,
532,59,6,3587,259,10,94€,2020-04-15,,
533,200,5,4975,163,8,49€,2020-03-30,,
534,4,3,1988,53,9,42€,2020-02-20,,
535,207,4,4045,120,4,21€,2020-02-17,,
536,300,3,4991,125,10,94€,2020-01-30,,
537,108,4,3525,79,1,30€,2020-04-14,,
538,153,2,3467,300,9,07€,2020-04-11,,
539,193,6,4082,135,7,63€,2020-01-21,,
540,80,6,2132,108,1,64€,2020-04-20,,
541,192,1,2128,1,4,64€,2020-03-19,,
542,256,4,4386,137,9,49€,2020-04-20,,
543,248,5,52,328,10,63€,2020-01-21,,
544,11,2,223,343,1,45€,2020-04-22,,
545,111,5,3824,92,3,24€,2020-02-16,,
546,244,1,3578,362,8,17€,2020-03-23,,
547,215,3,1327,34,10,04€,2020-03-30,,
548,22,5,2190,44,7,98€,2020-01-03,,
549,109,3,4451,69,7,98€,2020-04-05,,
550,66,3,2604,107,10,07€,2020-03-18,,
551,218,2,2931,52,4,80€,2020-02-26,,
552,164,2,3476,91,7,31€,2020-03-18,,
553,295,1,4737,251,6,96€,2020-04-13,,
554,195,1,2145,30,7,62€,2020-04-06,,
555,182,5,3030,330,2,88€,2020-04-21,,
556,212,1,348,74,5,49€,2020-02-25,,
557,13,2,1897,21,7,28€,2020-04-17,,
558,3,2,1894,8,9,11€,2020-01-02,,
559,74,1,2540,284,9,38€,2020-03-05,,
560,126,4,2474,350,2,62€,2020-02-15,,
561,246,3,897,317,3,61€,2020-02-12,,
562,223,4,4213,243,10,33€,2020-03-15,,
563,131,3,262,151,8,79€,2020-01-10,,
564,34,3,1463,92,8,32€,2020-01-18,,
